"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"248","NCC55","OUT049",691.872043330759
"249","FDH52","OUT010",-843.861347148304
"250","FDO09","OUT017",4309.46573231514
"251","FDU43","OUT045",3864.61813421977
"252","FDX09","OUT010",850.850538425642
"253","FDH40","OUT019",-558.96836196308
"254","FDW58","OUT017",1829.66311695968
"255","FDC47","OUT017",3688.78692826323
"256","NCR41","OUT035",1584.42908936334
"257","DRG49","OUT035",3885.5606735949
"258","FDC52","OUT027",3904.44275460896
"259","FDY13","OUT046",1284.4148403369
"260","FDY35","OUT013",840.423152554445
"261","FDI35","OUT017",3036.9804401472
"262","NCU18","OUT049",2305.41195595333
"263","FDY33","OUT018",2266.06960530262
"264","FDC15","OUT027",3872.6486505589
"265","FDU01","OUT049",3113.79140503562
"266","NCU42","OUT046",2698.57035901353
"267","NCV29","OUT018",2551.87859687519
"268","NCY30","OUT017",3012.56457250364
"269","FDQ46","OUT049",1853.79970094738
"270","FDG58","OUT027",3922.09245755367
"271","FDK33","OUT017",3507.86362813899
"272","NCD07","OUT045",1834.3994141154
"273","NCX29","OUT027",3730.13797271752
"274","NCT42","OUT013",2366.25431357352
"275","DRN59","OUT035",821.161007186563
"276","FDI44","OUT035",1349.78099862953
"277","FDA45","OUT049",2866.47673711367
"278","FDP31","OUT045",1114.11151975499
"279","FDY01","OUT046",1895.66059561842
"280","FDT09","OUT018",1904.41179300266
"281","DRH03","OUT027",2936.08486030894
"282","FDA36","OUT018",2711.62652975523
"283","NCF31","OUT017",2536.12556274149
"284","FDG14","OUT049",2567.65088775653
"285","FDG28","OUT027",5348.22647161033
"286","FDU14","OUT049",4009.73452240584
"287","FDY47","OUT019",242.771541653603
"288","FDI56","OUT049",1559.68572267138
"289","DRD01","OUT013",979.070565860449
"290","FDM22","OUT046",958.682024679135
"291","FDH33","OUT013",704.40774985429
"292","DRZ24","OUT013",1890.95495050652
"293","NCQ38","OUT046",1719.32745591983
"294","FDO16","OUT027",2805.54079929482
"295","FDU07","OUT027",3863.97671994106
"296","NCB07","OUT013",3068.30335921238
"297","FDU48","OUT045",2137.50314189
"298","NCM43","OUT045",2626.61317428732
"299","FDR31","OUT010",466.219621389493
"300","DRK49","OUT018",408.622956380971
"301","NCI30","OUT010",1929.32940091918
"302","DRD60","OUT017",2992.95101544226
"303","NCG19","OUT046",3671.50220602865
"304","FDH12","OUT035",1730.16812928661
"305","FDM32","OUT035",1584.52846414395
"306","FDM27","OUT035",2532.51421905579
"307","NCU53","OUT027",4075.53916759344
"308","NCQ18","OUT046",1554.55483418423
"309","FDS10","OUT013",2877.53740435564
"310","FDB33","OUT027",4012.37171123635
"311","FDI12","OUT013",1445.23463276104
"312","NCW42","OUT013",3495.66411540864
"313","NCC06","OUT018",1762.97931693703
"314","FDW02","OUT017",2154.07000583363
"315","NCD43","OUT017",1787.53182056178
"316","FDM57","OUT018",1098.17245542525
"317","FDA58","OUT017",3842.6211879925
"318","FDK56","OUT046",2962.64677129235
"319","FDP52","OUT045",3672.75396446918
"320","FDW20","OUT018",1762.1356540155
"321","FDS52","OUT049",1697.69380303801
"322","NCT29","OUT018",1633.41627461912
"323","NCL54","OUT013",2783.87076140348
"324","FDC05","OUT045",3144.46752514694
"325","FDF34","OUT035",3220.4863177069
"326","FDP03","OUT027",3483.96601371754
"327","FDD32","OUT010",-474.574396899268
"328","FDZ10","OUT045",2034.28533190668
"329","FDZ40","OUT035",927.673594012156
"330","FDD51","OUT018",396.85398331399
"331","NCY30","OUT019",935.210088370399
"332","FDP58","OUT017",3521.84011139242
"333","FDV49","OUT017",4330.51285513476
"334","FDY24","OUT019",-1053.28040192438
"335","NCO55","OUT017",1816.65493676133
"336","FDR13","OUT017",2071.61576373404
"337","FDS51","OUT017",1150.45642176133
"338","FDP26","OUT045",1614.21466748085
"339","NCB54","OUT027",3510.76854117831
"340","FDF32","OUT017",3283.0312928581
"341","FDN31","OUT018",2750.45195585992
"342","DRM48","OUT017",699.882293798371
"343","FDN20","OUT049",2820.07337747737
"344","DRL01","OUT046",3724.54634725781
"345","FDV56","OUT049",1903.73446458981
"346","DRH13","OUT027",3175.02392833173
"347","FDA03","OUT017",2464.78296331349
"348","FDF47","OUT027",5006.65284202881
"349","FDX32","OUT046",2417.7746520592
"350","FDX57","OUT049",1682.03222469831
"351","NCA30","OUT045",2972.97027137565
"352","FDO49","OUT013",914.467079976304
"353","FDL04","OUT019",-282.5064013996
"354","DRM48","OUT035",638.841287431159
"355","FDR16","OUT013",3380.23886625252
"356","NCC19","OUT018",2722.58606596128
"357","NCE42","OUT045",3726.40601214271
"358","FDY24","OUT017",1047.43880801617
"359","FDH19","OUT049",2886.19544366883
"360","FDJ46","OUT013",2780.01632541114
"361","FDN45","OUT010",1600.86640795946
"362","FDY08","OUT035",2305.40434576882
"363","FDZ37","OUT035",1539.78890539685
"364","NCT30","OUT045",747.61478697456
"365","DRY23","OUT018",427.48788956449
"366","NCZ30","OUT018",1649.31916360057
"367","FDC44","OUT018",1527.56555959377
"368","FDB45","OUT035",1785.96815814156
"369","FDY04","OUT013",2649.634259083
"370","FDM27","OUT046",2589.89897132608
"371","FDZ43","OUT017",4013.718307425
"372","FDT39","OUT019",571.824922079491
"373","NCC06","OUT019",110.706989876637
"374","FDL15","OUT027",3907.25428345918
"375","FDL57","OUT017",4212.37982893849
"376","FDU08","OUT046",1662.30507611011
"377","FDK40","OUT017",4283.87587656132
"378","FDQ12","OUT010",1741.18769985997
"379","FDS48","OUT017",2556.86902106215
"380","FDP09","OUT045",3368.10486956376
"381","FDW21","OUT049",1733.92836549225
"382","FDY25","OUT035",2964.70778771551
"383","DRE13","OUT017",1503.38561379844
"384","FDV43","OUT019",-1168.48462620097
"385","FDD22","OUT045",1771.5840011415
"386","FDM46","OUT019",-499.114147769729
"387","NCO30","OUT010",1017.89256914258
"388","FDM25","OUT046",2838.26154498565
"389","NCN41","OUT049",2045.95640705366
"390","FDU24","OUT045",1518.22131189211
"391","FDZ50","OUT046",2937.5580192962
"392","FDP45","OUT013",4045.79307731122
"393","NCM54","OUT045",2004.44951721979
"394","FDW10","OUT019",864.13111839603
"395","FDP20","OUT017",2216.81513026968
"396","FDK32","OUT046",2512.55199904958
"397","FDN52","OUT049",1485.71165267689
"398","FDM58","OUT045",1817.80679041164
"399","FDZ46","OUT027",3217.58317510399
"400","NCA18","OUT018",1566.65627008278
"401","FDD35","OUT046",2019.24916104218
"402","NCK31","OUT035",865.728708454864
"403","FDI40","OUT027",3058.13770625261
"404","FDT50","OUT019",-367.475466348367
"405","NCT06","OUT046",2619.87330157902
"406","FDT31","OUT035",3085.65283356987
"407","FDT45","OUT049",959.277320410152
"408","FDT13","OUT045",3034.37646418835
"409","FDO50","OUT045",1498.95443331991
"410","NCU18","OUT010",311.445122420804
"411","NCR54","OUT049",3125.97780929188
"412","NCO18","OUT018",2533.88958926611
"413","FDU09","OUT045",975.995283719698
"414","FDT13","OUT018",2749.37103312928
"415","FDE09","OUT046",1874.57229259808
"416","NCK53","OUT019",-272.683955441991
"417","FDG45","OUT049",3484.36011683941
"418","DRH15","OUT035",743.756633218543
"419","FDO21","OUT019",1706.94251150899
"420","FDD14","OUT027",4360.3432077862
"421","FDC09","OUT046",1769.7568408664
"422","FDH45","OUT027",2234.9807980619
"423","FDV32","OUT046",1109.63897634198
"424","FDG12","OUT035",2024.72995058525
"425","FDS32","OUT013",2354.33112091049
"426","NCL55","OUT018",3666.75566149372
"427","DRE01","OUT035",3823.51088774713
"428","DRE15","OUT049",1318.88870446863
"429","NCL42","OUT045",3878.72432889929
"430","FDP31","OUT013",1111.24041156755
"431","FDN33","OUT018",1238.58314643057
"432","FDZ59","OUT046",2669.78648509544
"433","FDE45","OUT010",974.182951903184
"434","FDJ07","OUT013",1944.44033252676
"435","FDQ45","OUT018",2706.07710934217
"436","FDM33","OUT027",4900.44712314435
"437","FDO15","OUT010",-586.260625906272
"438","FDM46","OUT013",1467.24816460913
"439","FDR03","OUT045",3340.98799795378
"440","FDY49","OUT018",2466.59172440238
"441","FDQ60","OUT045",1928.70664163805
"442","FDW10","OUT049",2874.89081388931
"443","FDO51","OUT049",880.109427048219
"444","FDJ40","OUT018",1494.80072842387
"445","FDS20","OUT018",2649.85709147401
"446","FDU45","OUT013",1879.07623108569
"447","FDV02","OUT035",2706.16361498691
"448","FDN09","OUT046",3856.51917371979
"449","NCM55","OUT027",4389.94363666945
"450","FDN23","OUT018",2072.48311531653
"451","FDY31","OUT010",439.896252215134
"452","FDW03","OUT010",-123.825754759198
"453","FDD14","OUT046",2921.18540415529
"454","FDV23","OUT017",2128.11545745579
"455","DRI03","OUT045",2770.67363922259
"456","FDN13","OUT035",1624.22562729972
"457","FDF45","OUT027",2535.17246632794
"458","FDU46","OUT035",1519.68269160899
"459","FDB57","OUT049",3695.81027194892
"460","FDV12","OUT049",1731.86116415415
"461","FDQ58","OUT013",2444.54827896924
"462","NCA18","OUT017",1951.58116037173
"463","FDH52","OUT049",1102.95613288117
"464","FDM24","OUT018",2151.14940210369
"465","NCP43","OUT027",4321.08809622995
"466","NCO18","OUT019",883.953663320093
"467","FDM32","OUT017",1656.70928437146
"468","NCL07","OUT017",765.890399435797
"469","FDK03","OUT013",4023.32570519737
"470","FDP59","OUT017",1831.96031316639
"471","FDQ24","OUT049",4043.07216752536
"472","FDQ16","OUT018",1472.17377145566
"473","FDU44","OUT013",2657.40543751578
"474","FDH28","OUT010",-1278.86431000817
"475","FDV28","OUT019",-1359.0593552997
"476","FDM22","OUT045",952.324110389702
"477","FDR56","OUT046",3189.79059389189
"478","FDV39","OUT049",3226.41707246335
"479","FDU37","OUT019",-565.117603012846
"480","FDQ11","OUT010",2204.01518507503
"481","FDX02","OUT045",3517.65258651238
"482","NCS42","OUT018",1177.92571981403
"483","FDY57","OUT027",2985.80778134896
"484","FDB21","OUT049",3893.40940089593
"485","FDE28","OUT017",3744.16085813677
"486","FDQ55","OUT017",2029.873410962
"487","FDA48","OUT049",3582.78568926384
"488","FDZ19","OUT045",2799.83130191422
"489","NCC43","OUT045",3933.46127100577
"490","NCV18","OUT046",1294.89194557566
"491","NCA42","OUT018",2229.97798563894
"492","FDY45","OUT046",4080.89689882567
"493","NCC30","OUT045",2834.3553001524
"494","FDM57","OUT013",1437.75219149839
"495","FDL09","OUT010",722.320043143998
"496","FDB09","OUT027",3484.6718937646
"497","FDT44","OUT035",1968.68354227201
"498","NCT06","OUT027",4038.50700432853
"499","FDX26","OUT049",2945.1998524459
"500","FDK32","OUT013",2545.55453032073
"501","DRA12","OUT046",2290.37995075819
"502","FDO46","OUT010",1659.09028806705
"503","FDE52","OUT013",1448.24668367138
"504","NCH42","OUT045",3612.65577748656
"505","FDV08","OUT035",801.533019772212
"506","FDB47","OUT018",3044.83398160712
"507","FDC28","OUT010",-164.271070420276
"508","FDD22","OUT046",1824.35881162302
"509","FDS07","OUT027",3315.14190616715
"510","DRI13","OUT045",3445.1690160864
"511","FDG32","OUT018",3234.98723760441
"512","FDU14","OUT017",4057.14140816349
"513","FDD28","OUT019",-959.944159053548
"514","NCP41","OUT017",1900.47168181329
"515","FDS08","OUT049",2892.72652440453
"516","FDX47","OUT045",2570.11938204794
"517","FDC53","OUT019",-277.719052963153
"518","FDQ19","OUT035",3949.54085057721
"519","FDL14","OUT045",2552.30246637211
"520","FDM33","OUT019",1561.73794069472
"521","FDA51","OUT045",1789.98839480854
"522","FDZ27","OUT018",517.054191581704
"523","FDT04","OUT046",678.494860191789
"524","DRC13","OUT049",2109.21204370855
"525","FDR16","OUT027",4842.28339872486
"526","FDQ03","OUT027",5220.45647526536
"527","FDE38","OUT035",2749.92629177214
"528","DRH23","OUT027",2350.4827883752
"529","FDT11","OUT019",1140.60493438432
"530","FDD09","OUT035",2950.96879224464
"531","FDR40","OUT045",1342.99325558037
"532","FDX07","OUT017",3121.37577839319
"533","FDR07","OUT035",1642.34948941636
"534","FDA51","OUT017",1917.72260521576
"535","FDT59","OUT019",1775.21999599854
"536","FDF20","OUT017",3252.22316597018
"537","FDR13","OUT045",1931.20542659166
"538","FDY26","OUT049",3432.71251271241
"539","FDW04","OUT017",2219.97789298023
"540","FDK52","OUT017",3672.19832812749
"541","FDN60","OUT049",2574.07339544059
"542","FDM09","OUT019",819.409925108581
"543","FDP46","OUT049",1492.90496143509
"544","FDB50","OUT019",-663.659687212434
"545","NCQ29","OUT049",4136.91632457902
"546","FDP16","OUT027",5313.58387406835
"547","FDX33","OUT018",2295.28058898103
"548","FDP07","OUT010",1241.28462730025
"549","FDN22","OUT046",3992.71423952818
"550","FDF39","OUT049",4212.18337093074
"551","FDS21","OUT017",1171.2708108382
"552","NCM42","OUT013",1724.19048866403
"553","FDK50","OUT019",744.206693708171
"554","DRF13","OUT027",3783.08815728621
"555","FDH35","OUT018",2362.23806212742
"556","FDP60","OUT018",1337.24876105999
"557","DRJ49","OUT027",3527.90415239623
"558","NCT42","OUT019",445.305960197324
"559","FDE38","OUT049",2782.44035089379
"560","FDI04","OUT049",3241.1199454887
"561","NCH54","OUT045",2473.98305372718
"562","FDT56","OUT049",1105.47026484311
"563","DRD15","OUT018",3361.17893129197
"564","FDV58","OUT013",3095.692392849
"565","FDP21","OUT049",3097.0370909162
"566","FDH05","OUT013",3709.61147693734
"567","FDR10","OUT027",4038.81338854617
"568","NCP06","OUT045",2373.47464905449
"569","FDF33","OUT049",2000.27713204745
"570","DRK37","OUT013",2986.27858978706
"571","DRH49","OUT045",1347.41959072903
"572","FDT58","OUT013",2668.36387857074
"573","FDD41","OUT018",1405.01944973565
"574","FDP40","OUT018",1521.44204437457
"575","FDM51","OUT027",3147.02504158286
"576","FDO45","OUT010",-465.246537206957
"577","FDW33","OUT010",-228.385099295081
"578","FDY24","OUT045",934.948367409966
"579","FDB10","OUT010",1835.88535091129
"580","FDM40","OUT035",2238.45606984685
"581","NCI06","OUT017",2966.66500666513
"582","FDW12","OUT019",444.780283218885
"583","FDX48","OUT027",3975.88333798705
"584","NCW05","OUT027",3128.22057400893
"585","FDX27","OUT017",1636.72383481599
"586","DRM37","OUT045",3120.35305561768
"587","FDA38","OUT045",3794.40430413674
"588","FDR36","OUT046",718.827967001143
"589","FDZ45","OUT046",3165.3140871426
"590","FDG05","OUT017",2653.2808278455
"591","FDK28","OUT013",4076.08825148163
"592","FDV47","OUT045",1407.50363103812
"593","FDN21","OUT045",2545.41693076797
"594","FDP20","OUT027",3529.01866911425
"595","FDI35","OUT045",2924.61566077154
"596","DRY23","OUT013",751.570987716331
"597","FDA56","OUT017",2147.72309446439
"598","FDB09","OUT013",2035.168356352
"599","NCO26","OUT027",3285.85154270079
"600","FDQ49","OUT018",2284.40180670502
"601","FDI52","OUT027",3365.8085781789
"602","FDZ44","OUT027",3374.90503031708
"603","FDZ09","OUT018",2313.76122965283
"604","FDY03","OUT049",1936.90009325162
"605","NCG42","OUT017",2180.50687043156
"606","DRI13","OUT027",4897.67758092396
"607","FDQ32","OUT013",2120.35039100503
"608","FDW16","OUT035",1546.72368896657
"609","FDU27","OUT046",808.424526783415
"610","FDR28","OUT010",716.353465979497
"611","FDQ49","OUT010",687.452033140335
"612","FDS37","OUT046",1928.79053388373
"613","FDW26","OUT018",3195.81147326902
"614","FDX12","OUT018",3597.6632718119
"615","NCP06","OUT013",2404.59548101248
"616","FDW45","OUT010",423.653657245561
"617","NCN30","OUT049",1593.08348896784
"618","FDN24","OUT049",945.224270719764
"619","NCL41","OUT027",2015.17585331957
"620","FDR02","OUT019",-154.341571905117
"621","FDD09","OUT010",1016.87506592362
"622","FDS33","OUT010",-477.373040101418
"623","FDU22","OUT045",1910.51298085877
"624","FDI53","OUT013",2591.86121436323
"625","DRH01","OUT049",2836.93341562414
"626","FDX32","OUT013",2365.16364109345
"627","NCP30","OUT018",377.760605736849
"628","FDB60","OUT045",3125.28224893696
"629","FDB14","OUT049",1648.58356717364
"630","NCP02","OUT035",973.875781047141
"631","FDJ10","OUT017",2355.38627016105
"632","FDG34","OUT046",1824.02188291017
"633","NCB18","OUT017",1512.95848277306
"634","FDM16","OUT049",1319.0219982431
"635","FDW25","OUT018",1126.19791805336
"636","FDB35","OUT010",-374.531039410067
"637","DRN11","OUT013",2267.38696073701
"638","FDF41","OUT019",1929.57129588424
"639","FDH16","OUT045",1420.657023068
"640","NCQ50","OUT018",3065.6690938495
"641","DRH23","OUT018",624.825067282839
"642","DRJ37","OUT013",2422.76153035311
"643","DRJ24","OUT027",4336.71251492952
"644","FDY16","OUT035",2963.88904502534
"645","FDQ27","OUT045",1755.09050653505
"646","FDZ33","OUT045",2341.99922576763
"647","FDF29","OUT045",2138.46983176745
"648","FDA08","OUT049",2755.49775204181
"649","FDG31","OUT046",1090.15620050148
"650","FDE34","OUT019",1005.17497516106
"651","NCR30","OUT027",2616.64301373672
"652","FDV33","OUT035",4169.43757489414
"653","DRZ24","OUT018",1623.73221708438
"654","NCL54","OUT035",2757.16346216977
"655","FDR12","OUT049",2887.65641191845
"656","NCC54","OUT046",3821.99836756946
"657","DRN59","OUT013",799.12802295947
"658","FDX50","OUT019",-184.291641354901
"659","FDV31","OUT027",4294.53279828123
"660","NCA29","OUT027",4173.04943862195
"661","FDW60","OUT049",2952.21177878359
"662","FDX08","OUT017",3072.67864712313
"663","DRD49","OUT013",3691.10952512545
"664","FDD33","OUT046",3691.33149509433
